name,barrio,descripcion,precio,codigo,opt1,opt2,opt3,opt4,opt5,opt6,opt7,opt8,opt9,opt10
Apartamento en venta,Bella Suiza - Bogotá,"Vendo Apartamento en el barrio residencial Bella Suiza, caracterizado por su tranquilidad, con gran ubicación a parques, iglesia, comercio local al igual que a centros comerciales como Unicentro, PAlatino, Exito, Hacienda, a su vez que a los restaurantes de Usaquén. La cercanía a hospitales como la Fundación Santa Fé, Clínica del Bosque y Reina Sofía entre otros.",$ 750.000.000,Código Fincaraíz: 6573175,{'Habitaciones': '3'},{'Baños': '3'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '160 m²'},{'Área privada': '148 m²'},{'Estrato': '5'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '3'}
Apartamento en venta,Portales Del Norte - Bogotá,Apartamento en excelente estado ubicado cerca a supermercados clínicas droguerías y otros establecimientos Ubicado a dos cuadras de la Av Boyacá cerca a la 170 con fácil acceso y movilidad El apartamento cuenta con vista hacia los cerros orientales y recibe sol durante todo el día especialmente en horas de la mañana En la zona se encuentran múltiples parques y zonas verdes ideal para salir a caminar,$ 325.000.000,Código Fincaraíz: 6574658,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '75 m²'},{'Área privada': '0 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '6'}
Apartamento en venta,Zona Noroccidente - Bogotá,"Apartamento totalmente remodelado. Pisos en madera maciza en todas las áreas. Closets en flor-morado - Techos Drywall con luces led, Baños con división en vidrio templado, totalmente enchapados y mueble con encimera en mármol - Cocina integral con mesón y salpicadero en mármol - Comedor Auxiliar. Sala Comedor amplios y estudio. Parqueadero propio. Luz Natural - Sol en la Tarde - Tanque de Agua - Conjunto al día - Zonas Comunes amplias - Shut Basuras Remodelado. Vigilancia 24 horas.",$ 245.000.000,Código Fincaraíz: 6564442,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '78 m²'},{'Área privada': '0 m²'},{'Estrato': '3'},{'Estado': 'Excelente'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '5'}
Apartamento en venta,Chicó - Bogotá,"Encuentra, Arrienda o Vende con nosotros. Siempre más opciones en www.homesnbricks.com Visitanos!! Ofrece Amplio apartamento en venta ubicado en el barrio Chicó. Este inmueble cuenta con sala y comedor independientes, cocina independiente, zona de lavandería, habitación de servicio convertida en estudio. Zona privada con family room, habitación principal con baño privado, Cuatro habitaciones y tres baños Completos . Incluye Dos parqueaderos y depósito. El edificio consta de ascensor y sistema de seguridad 24 hrs. .",$ 932.000.000,Código Fincaraíz: 3909374,{'Habitaciones': '4'},{'Baños': '4'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área construída': '192 m²'},{'Área privada': '192 m²'},{'Estrato': '6'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '5'},{'Administración': '$\xa01.123.000 COP'}
Apartamento en venta,San Antonio Norte - Bogotá,3 habitaciones 1 baño Estrato 3 Área 43 metros Cocina integral con gas Cl 181c 13 54 Conjunto Residecial Portal de la 183 Portería y vigilancia 24 horas Zona de gran valorización Salón comunal Cercano a parques centro comercial santa fe autopista norte y carrera 7 fácil acceso a transporte público Piso 6 sin ascensor Parqueadero comunitario por sorteo Administración 68 000 pronto pago 76 000 full,$ 153.000.000,Código Fincaraíz: 6565737,{'Habitaciones': '3'},{'Baños': '1'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área privada': '43 m²'},{'Estrato': '3'},{'Antigüedad': '9 a 15 años'},{'Administración': '$\xa068.000 COP'},"{'Precio m²': '$\xa03.558.139,53*m²'}",None
Apartamento en venta,Ciudad Alsacia - Bogotá,"Apartamento con características únicas, vista interior y exterior en el penúltimo piso (11vo), lo cual garantiza buena luz y vista todo el día, en la mañana recibe el sol la habitación principal, los baños, estudio y cocina, y en la tarde las dos habitaciones, la zona social y balcon principal. Parqueadero cubierto en sótano. Muy buena distribución en sus 3 habitaciones (2 de ellas más amplias por la forma del apto), cerca a vías principales, centros comerciales y supermercados.",$ 410.000.000,Código Fincaraíz: 6550631,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '84 m²'},{'Área privada': '77 m²'},{'Estrato': '4'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '11'},{'Administración': '$\xa0192.000 COP'}
Apartamento en venta,Hayuelos - Bogotá,"Apartamento amplio e iluminado en excelente estado. Tres alcobas, habitación principal con baño privado y vestier, amplio estudio, balcón, vigilancia 24 horas.Ubicado en una de las zonas de mayor valorización de Bogotá, que ofrece tranquilidad, cerca al aeropuerto El Dorado, Universidades, Colegios, vías principales, centros comerciales, equipamientos deportivos y zonas naturales.",$ 520.000.000,Código Fincaraíz: 6550710,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '89 m²'},{'Área privada': '0 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '7'}
Apartamento en venta,Quinta Paredes - Bogotá,Apartamento estratégicamente ubicado cerca a oficinas centros comerciales vías principales Piso 8 Sala comedor independientes Tiene cocina integral remodelada 3 Habitaciones y cuarto de servicio Zona de ropas Cuenta con 3 parqueaderos Depósito y ascensor Conjunto residencial con parque y excelentes vías de acceso Vigilancia 24 horas Remodelado Excelente oportunidad También disponible para arriendo con dos parqueaderos en línea,$ 520.000.000,Código Fincaraíz: 6552665,{'Habitaciones': '4'},{'Baños': '3'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área construída': '95 m²'},{'Área privada': '95 m²'},{'Estrato': '4'},{'Administración': '$\xa0306.000 COP'},"{'Precio m²': '$\xa05.473.684,21*m²'}",None
Apartamento en venta,Colina Campestre - Bogotá,"Apartamento totalmente remodelado, con un area de 90 m2, piso laminado gris, 3 Habitaciones (Principal con walking closet y 2 auxiliares con closets). Puertas piso techo, baños con mueblería en madera, divisiones en vidrio templado de 8 mm y quarztone blanco polar. 1 parqueadero, 1 depósito. Cocina con barra amplia en quarztone blanco polar, campana extractora, zona de ropas lavadora/secadora. Sala con mueble empotrado para instalar video beam y teatro en casa, chimenea a gas con control remoto.",$ 430.000.000,Código Fincaraíz: 6545326,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '90 m²'},{'Área privada': '0 m²'},{'Estrato': '5'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '2'}
Apartamento en venta,La Calleja - Bogotá,"Exclusivo sector, ascensor privado, chimenea Gas, 4 cuartos, 5 baños, terraza semicubierta con cocina y zona BBQ de 80 mts. 2 parqueaderos, 1 deposito, negociable.",$ 1.350.000.000,Código Fincaraíz: 6350075,{'Habitaciones': '4'},{'Baños': '5'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área construída': '250 m²'},{'Área privada': '0 m²'},{'Estrato': '5'},{'Estado': 'Excelente'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '5'}
Apartamento en venta,Cedritos - Bogotá,Hermoso y moderno apartamento ubicado en un 9° piso amplio balcón con acceso a sala y habitación ppal zona de estudio Iluminado y cálido en una excelente ubicación Edificio de 10 año con salón social gym y terraza BBQ,$ 385.000.000,Código Fincaraíz: 6567367,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '71 m²'},{'Área privada': '71 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '9'}
Apartamento en venta,Pinar de Suba - Bogotá,"Lindo Apartamento en piso 9 . únicos propietarios. pisos en madera laminada, cocina integral, balcón, parqueadero cubierto propio, 3 habitaciones, 2 baños calentador. Conjunto residencial valle del refous",$ 298.000.000,Código Fincaraíz: 6550751,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '80 m²'},{'Área privada': '84 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '9'}
Apartamento en venta,Santa María del Lago - Bogotá,"Sobre la avenida Boyaca, conjunto ALLEGRO RESERVADO, apartamento en piso 11 exterior con una excelente vista e iluminación. consta de 2 habitaciones, dos baños cocina abierta con barra, un garaje cubierto. el conjunto tiene vigilancia privada, dos salones sociales, zona de bbq. gimnasio, parque infantil, cancha futbol 5. fácil transporte, cerca a centros comerciales.",$ 320.000.000,Código Fincaraíz: 6553645,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '62 m²'},{'Área privada': '0 m²'},{'Estrato': '3'},{'Estado': 'Excelente'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '11'}
Apartamento en venta,El Tunal - Bogotá,PRECIO NEGOCIABLE Espectacular apartamento ubicado en un muy buen sector bastante amplio e iluminado con vista al parque El Tunal en diagonal a la biblioteca del tunal Consta de un patio de 3m x 3m una cocina integral amplia zona de lavandería tres cuartos de 3m x 3m un baño estudio y sala comedor Múltiples vías de acceso como la avenida caracas avenida 68 avenida Boyacá avenida NQS A pocas cuadras de la estación de Transmilenio biblioteca Administración economica,$ 220.000.000,Código Fincaraíz: 6562213,{'Habitaciones': '3'},{'Baños': '1'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área privada': '89 m²'},{'Estrato': '3'},{'Estado': 'Bueno'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '4'},{'Administración': '$\xa015.000 COP'}
Apartamento en venta,Cedritos - Bogotá,Hermoso apartamento muy bien ubicado amplio buenos acabados administración muy buen precio cercano a tramilenio colegios y centros comerciales cimenea a gas y puerta de seguridad amplios parqueaderos,$ 600.000.000,Código Fincaraíz: 6555466,{'Habitaciones': '3'},{'Baños': '3'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '115 m²'},{'Área privada': '115 m²'},{'Estrato': '4'},{'Antigüedad': '9 a 15 años'},{'Administración': '$\xa0356.000 COP'},"{'Precio m²': '$\xa05.217.391,3*m²'}"
Apartamento en venta,Pontevedra - Bogotá,Lindo Apartamento en Pontevedra Sector de alta valorización con acceso a calle 80 boyaca 116 68 Centro comercial Titan Conjunto cerrado Vigilancia 24 horas Zona de Juegos Gimnasio Cancha dd Squash 1er Piso 3 habitaciones 2 baños Estudio Patio Interno Parqueadero 1 deposito,$ 395.000.000,Código Fincaraíz: 6550708,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '72 m²'},{'Área privada': '72 m²'},{'Estrato': '4'},{'Antigüedad': '9 a 15 años'},{'Administración': '$\xa0200.000 COP'},"{'Precio m²': '$\xa05.486.111,11*m²'}"
Apartamento en venta,Santa Cecilia - Bogotá,"Hermoso apartamento, único dueño, 61 mts, 3 habitaciones, 1 baño, piso remodelado, cerca a centro comercial Nuestro Bogotá, y acceso desde varias vías principales.",$ 250.000.000,Código Fincaraíz: 6557199,{'Habitaciones': '3'},{'Baños': '1'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '61 m²'},{'Área privada': '0 m²'},{'Estrato': '3'},{'Estado': 'Bueno'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '3'}
Apartamento en venta,El Contador - Bogotá,Apartamento de 1 habitación bastante grande tipo suite con su respectivo baño Cocina Integral con barra Americana y excelentes acabados de lujo Amplio Balcón con linda vista Baño social Zona de lavandería con puertas tipo closet Sala comedor en un mismo ambiente Parqueadero en el primer piso y depósito en el sótano Piso 4 ascensor cito fino Zona Social con terraza vintage y con BBQ excelente vista a la ciudad Solo venta directa,$ 369.000.000,Código Fincaraíz: 6559888,{'Habitaciones': '1'},{'Baños': '2'},{'Habitaciones': '1'},{'Habitaciones': '1'},{'Área construída': '64 m²'},{'Área privada': '0 m²'},{'Estrato': '5'},{'Antigüedad': '1 a 8 años'},{'Administración': 'No definida'},{'Precio m²': '$\xa05.765.625*m²'}
Apartamento en venta,San Luis - Bogotá,"Vendo apartamento de tres niveles, 3 alcobas, zona de ropas independiente, garaje independiente, sala-comedor, solar, baño, estufa vitroceramica, cerradura digital con biometrico, 5 piso con ascensor, excelente estado.",$ 255.000.000,Código Fincaraíz: 6552334,{'Habitaciones': '3'},{'Baños': '1'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '70 m²'},{'Área privada': '70 m²'},{'Estrato': '3'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '5'}
Apartamento en venta,Cedritos - Bogotá,"Icata club house última etapa, muy iluminado, dúplex, super cómodo, vista al parque, perfecto estado, dueño directo, Club house con piscina, tennis, squash y super gym",$ 420.000.000,Código Fincaraíz: 6565166,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '92 m²'},{'Área privada': '88 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '8'}
Apartamento en venta,Colina Campestre - Bogotá,"Lindos apartamentos en 3 y 4 piso, dotado de grandes ventanas que proveen excelente iluminación y ventilacion. Piso laminado en perfecto estado, chimenea a gas, dotado con lavajillas a gas. Generosa cuarto de estudio o tv y cuarto de servicio. El edificio cuenta con porteria, lobby, salon comunal, gimnasio, oficina de administracion, dos ascensores (parada por piso), planta electrica de emergencia, plazoleta de acceso y jardines. Muy cerca del Exito y Parque Colina.",$ 580.000.000,Código Fincaraíz: 6464139,{'Habitaciones': '3'},{'Baños': '3'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '125 m²'},{'Área privada': '0 m²'},{'Estrato': '5'},{'Estado': 'Excelente'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '3'}
Apartamento en venta,Ciudadela Colsubsidio - Bogotá,Hermoso apartamento rodeado de naturaleza y parque metropolitano Cerca a centro comercial Unicentro de Occidente Venta por traslado de ciudad Excelentes acabados,$ 200.000.000,Código Fincaraíz: 6564042,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área privada': '0 m²'},{'Estrato': '3'},{'Estado': 'Remodelado'},{'Piso N°': '2'},{'Administración': 'No definida'},"{'Precio m²': '$\xa03.389.830,51*m²'}"
Apartamento en venta,Chapinero - Bogotá,Hermoso apartamento en 5 piso ubicado en zona estrategia cerca de universidades con excelentes vías de acceso Carrera 7ma Carrera 5ta Circunvalar Caracas Carrera 13 Consta de tres habitaciones cada una con closeth habitación principal con walk in closeth tres baños sala comedor cocina abierta zonas de ropas un parqueadero y depósito Vigilancia 24 horas gimnasio sauna salón comunal parqueadero visitantes y lobby,$ 530.000.000,Código Fincaraíz: 6567697,{'Habitaciones': '3'},{'Baños': '3'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '88 m²'},{'Área privada': '0 m²'},{'Estrato': '4'},{'Antigüedad': '1 a 8 años'},{'Administración': '$\xa0450.000 COP'},"{'Precio m²': '$\xa06.022.727,27*m²'}"
Apartamento en venta,Rafael Nuñez - Bogotá,"Hermoso apartamento exterior piso 7, totalmente remodelado; vista panorámica al oriente; cuatro habitaciones todas con vista al exterior; una habitación es de servicio o estudio, tres baños con torre ducha sus espejos tienen luz led. Iluminación led en todo el apartamento, puertas de techo a piso, pisos en lamina alemana, interruptores de lujo, división de vidrio seguridad entre cocina y zona de lavandería; los puntos de cable para televisores ocultos, ventanas antiruido",$ 535.000.000,Código Fincaraíz: 6435208,{'Habitaciones': '4'},{'Baños': '3'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área construída': '103 m²'},{'Área privada': '103 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '7'}
Apartamento en venta,Centro Internacional - Bogotá,Vendo directamente apartamento en un piso 19 en pleno centro de la ciudad con una hermosa vista al occidente cuenta con dos parqueaderos independientes deposito y todas las comodidades del conjunto residencial Panorama y el Parque Central Bavaria,$ 650.000.000,Código Fincaraíz: 6561121,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '104 m²'},{'Área privada': '0 m²'},{'Estrato': '4'},{'Estado': 'Excelente'},{'Antigüedad': '9 a 15 años'},{'Piso N°': 'Otro'}
Apartamento en venta,Modelia - Bogotá,Conjunto cerrado zonas verdes zona de bbq vigilancia 24 horas parque infantil,$ 430.000.000,Código Fincaraíz: 6561897,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '94 m²'},{'Área privada': '94 m²'},{'Estrato': '4'},{'Antigüedad': '16 a 30 años'},{'Administración': '$\xa0260.000 COP'},"{'Precio m²': '$\xa04.574.468,09*m²'}"
Apartamento en venta,El Tunal - Bogotá,"FAVOR NO COMISIONISTAS. Totalmente remodelado Iluminado, cálido y seguro. Cuenta con tres alcobas con vestir y closet, cocina integral con horno, pisos en madera , parqueadero asignado estable, vista exterior e interior , portería 24hrs. El edificio ofrece parqueadero visitantes, zona infantil, canchas deportivas, salón comunal. Cómodas vías de acceso avenida 68- avenida Boyacá, media cuadra se encuentra el Transmilenio , ubicación estratégica, cercano a colegios privados, hospital, bibliot",$ 215.000.000,Código Fincaraíz: 6567004,{'Habitaciones': '3'},{'Baños': '1'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '67 m²'},{'Área privada': '67 m²'},{'Estrato': '3'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '4'}
Apartamento en venta,Cedritos - Bogotá,"Espectacular apartamento dúplex de 115 mts, en edificio privado, con 4 hb, 3 baños, walk in colset, estudio y zona de televisión, deposito, 2 parqueaderos, se encuentra en excelentes condiciones, excelente ubicación, a 3 cuadras de la autopista norte y 2 cuadras de la cra 19, centro comercial cedritos, av la sirena. Único dueño",$ 479.000.000,Código Fincaraíz: 6457888,{'Habitaciones': '4'},{'Baños': '3'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área construída': '115 m²'},{'Área privada': '110 m²'},{'Estrato': '4'},{'Estado': 'Remodelado'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '7'}
Apartamento en venta,Chicó - Bogotá,"Encuentra, Arrienda o Vende con nosotros. Siempre más opciones en www.homesnbricks.com Visitanos!! Ofrece Amplio apartamento en venta ubicado en el barrio Chicó. Este inmueble cuenta con sala y comedor independientes, cocina independiente, zona de lavandería, habitación de servicio convertida en estudio. Zona privada con family room, habitación principal con baño privado, Cuatro habitaciones y tres baños Completos . Incluye Dos parqueaderos y depósito. El edificio consta de ascensor y sistema de seguridad 24 hrs. .",$ 932.000.000,Código Fincaraíz: 3909374,{'Habitaciones': '4'},{'Baños': '4'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área construída': '192 m²'},{'Área privada': '192 m²'},{'Estrato': '6'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '5'},{'Administración': '$\xa01.123.000 COP'}
Apartamento en venta,Tibabita - Bogotá,"Lindo y cómodo apartamento, hacia el norte de Bogotá cerca a el colegio Gimnasio los Pinos, en conjunto cerrado de 3 habitaciones, estudio, 2 baños, Balcon y 1 parqueadero, con muy buen transporte público, vías principales, colegios. Muy iluminado, zona residencial y tranquila.",$ 270.000.000,Código Fincaraíz: 6522596,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '70 m²'},{'Área privada': '70 m²'},{'Estrato': '4'},{'Estado': 'Bueno'},{'Antigüedad': '9 a 15 años'},{'Piso N°': '1'}
Apartamento en venta,Victoria Norte - Bogotá,"ABSTENERSE COMISIONISTA.NHI - VENDE apartamento en Victoria Norte EDIFICIO TRADICIONAL. Ubicado en 3 piso. Con 68m2 así: sala comedor, cocina integral con zona de ropas, 3 alcobas, la principal con baño privado, baño de alcobas, garaje cubierto. Vista exterior con sol de la mañana. Ascensor, vigilancia 7x24 y salón social. Unico precio, inmueble libre de hipoteca. Acompañamiento en el proceso de compra. ¡CONTÁCTENOS!..",$ 300.000.000,Código Fincaraíz: 6109057,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},"{'Área construída': '68,6 m²'}",{'Área privada': '64 m²'},{'Estrato': '4'},{'Estado': 'Bueno'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '3'}
Apartamento en venta,Bella Suiza - Bogotá,apartamento de 128 mtros 3er piso dos garajes lineal deposito 4 habitaciones 4 baños 750 millones Esta ubicado en la Calle 128 una cuadra abajo de la 7 Ver menos,$ 740.000.000,Código Fincaraíz: 6472601,{'Habitaciones': '4'},{'Baños': '4'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área construída': '128 m²'},{'Área privada': '0 m²'},{'Estrato': '4'},{'Antigüedad': '9 a 15 años'},{'Administración': 'No definida'},{'Precio m²': '$\xa05.781.250*m²'}
Apartamento en venta,Colina Campestre - Bogotá,Apartamento acogedor e iluminado Sala con chimenea comedor amplio con salida al balcón 3 alcobas la principal con baño y vestier baño de alcobas y baño social estudio Cocina lavandería con buena ventilación Pisos laminados El conjunto cuenta con salón social gimnasio salón de juegos infantiles y parque para niños Portería 24 horas Deposito en el mismo piso 2 garajes cubiertos Negociable,$ 490.000.000,Código Fincaraíz: 6365525,{'Habitaciones': '3'},{'Baños': '3'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '116 m²'},{'Área privada': '116 m²'},{'Estrato': '5'},{'Administración': 'No definida'},"{'Precio m²': '$\xa04.224.137,93*m²'}",None
Apartamento en venta,Santa Bárbara - Bogotá,Gran Oportunidad apartamento exterior remodelado dos alcobas alcoba principal con baño piso en alfombra 2 baños con ducha vidrios antirruido piso laminado chimenea gas cocina integral patio de ropas comedor auxiliar dos garajes Excelente estado,$ 495.000.000,Código Fincaraíz: 6476012,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '80 m²'},{'Área privada': '80 m²'},{'Estrato': '6'},{'Estado': 'Excelente'},{'Antigüedad': 'más de 30 años'},{'Piso N°': '4'}
Apartamento en venta,San Patricio - Bogotá,Magnifico Pent-house exterior mas terraza de 100 mts2 con excelente distribución bien ubicado e iluminado. Barrio muy residencial. Cerca a zona comercial y transporte publico. En muy buen estado.,$ 870.000.000,Código Fincaraíz: 6622632,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área construída': '147 m²'},{'Área privada': '144 m²'},{'Estrato': '6'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '5'}
Apartamento en venta,Chapinero Alto - Bogotá,"No comisionistas. apartamento en chapinero alto de 82 metros con vista espectacular hacia la ciudad (sol en la tarde), dos habitaciones, tres baños, dos balcones, 1 parqueadero. Exterior octavo piso, cocina abierta integrada a la sala comedor con balcón, habitación principal con baño, closet y balcón, bien iluminado, buena distribución y amplias habitaciones. Administración 380000. El edificio cuenta con salón comunal, gimnasio, jacuzzi y sauna.",$ 590.000.000,Código Fincaraíz: 6430250,{'Habitaciones': '2'},{'Baños': '3'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '82 m²'},{'Área privada': '66 m²'},{'Estrato': '4'},{'Estado': 'Bueno'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '8'}
Apartamento en venta,Pasadena - Bogotá,"Hermoso apartamento en excelente estado, magnifica ubicación, excelentes vías de acceso, vista exterior e Interior. Centros comerciales, bancos, clínicas y parques cercanos. Transporte público cercano. Habitaciones todas con Closet y Walking Closet en alcoba ppal, baño auxiliar completo y Baño Social. Alcoba de servicio con closet y baño, Comedor y sala independiente con chimenea, estudio, todo encortinado, Blackouts manual en todas las ventanas. Cocina Integral con Comedor Auxiliar y zona de r.",$ 620.000.000,Código Fincaraíz: 6629114,{'Habitaciones': '4'},{'Baños': '4'},{'Habitaciones': '4'},{'Habitaciones': '4'},{'Área construída': '135 m²'},{'Área privada': '135 m²'},{'Estrato': '5'},{'Antigüedad': '16 a 30 años'},{'Administración': '$\xa0463.000 COP'},"{'Precio m²': '$\xa04.592.592,59*m²'}"
Apartamento en venta,Timiza - Bogotá,Excelente oportunidad URGENTE Apartamento bien iluminado con sala comedor Cocina semi integral Zona de lavado 3 habitaciones 2 con closets la habitación principal con baño privado Baño social Parqueadero comunal Conjunto cerrado Zona infantil Salón comunal Vigilancia 24 horas Zonas verdes Al lado del parque Timiza colegios y universidades Fácil acceso a rutas de SITP y alimentadores Cerca de la primero de Mayo avenida Villavicencio y Boyacá al igual que al hospital de Kennedy Negociable,$ 180.000.000,Código Fincaraíz: 6476187,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área privada': '57 m²'},{'Estrato': '3'},{'Antigüedad': '16 a 30 años'},{'Administración': '$\xa063.000 COP'},"{'Precio m²': '$\xa03.157.894,74*m²'}",None
Apartamento en venta,San Luis - Bogotá,Lindo apartamento pisos nuevos 4 piso ascensor vigilancia 24 horas parqueadero muy central cerca a la Caracas Cra 30 calle 57 calle 53 Precio negociable,$ 205.000.000,Código Fincaraíz: 6378913,{'Habitaciones': '1'},{'Baños': '1'},{'Habitaciones': '1'},{'Habitaciones': '1'},{'Área construída': '33 m²'},{'Área privada': '0 m²'},{'Estrato': '4'},{'Antigüedad': '16 a 30 años'},{'Administración': '$\xa0190.000 COP'},"{'Precio m²': '$\xa06.212.121,21*m²'}"
Apartamento en venta,Zona Sur - Bogotá,Apartamento con menos de 5 años de antigüedad cada habitación viene con closet Gas natural Calentador a gas Cocina semi integral Quinto piso Excelente estado,$ 106.000.000,Código Fincaraíz: 6516840,{'Habitaciones': '3'},{'Baños': '2'},{'Habitaciones': '3'},{'Habitaciones': '3'},{'Área privada': '51 m²'},{'Estrato': '2'},{'Estado': 'Excelente'},{'Antigüedad': '1 a 8 años'},{'Piso N°': '5'},{'Administración': '$\xa040.000 COP'}
Apartamento en venta,La Calleja - Bogotá,"Apartamento exterior en La Calleja, frente a parque de Padua, totalmente remodelado.80 m2, 2 cuartos, 1 estudio (posible cuarto), 2 baños, sala- comedor, 1 garaje, 1depósito amplio. Estrato 5, edificio con celaduría 24. Precioso, iluminado, todo absolutamente nuevo: baños, cocina, electrodomésticos, pisos, iluminación led. Zona muy traquila, cerca a transmilenio, centros comerciales y colegios. Ver video",$ 430.000.000,Código Fincaraíz: 6332135,{'Habitaciones': '2'},{'Baños': '2'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '80 m²'},{'Área privada': '80 m²'},{'Estrato': '5'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '1'}
Apartamento en venta,Puerta de Teja - Bogotá,"Apartamento bien ubicado, cerca al Portal El Dorado, 2 habitaciones, muy iluminado, con Parqueadero independiente, bien distribuido, negociable.",$ 128.300.000,Código Fincaraíz: 6473793,{'Habitaciones': '2'},{'Baños': '1'},{'Habitaciones': '2'},{'Habitaciones': '2'},{'Área construída': '43 m²'},{'Área privada': '43 m²'},{'Estrato': '3'},{'Estado': 'Excelente'},{'Antigüedad': '16 a 30 años'},{'Piso N°': '3'}
